###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: AnneMcLaren
### Launch time: 13:36:16 6/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	13:36:17	6/1/2019 	738	76.00	8.00	6.07	24.25	101503.25	95944	0	AnneMcLaren	
2	13:36:18	6/1/2019 	1840	165.00	8.00	8.43	24.25	101503.30	53871	0	AnneMcLaren	
3	13:36:19	6/1/2019 	2127	144.00	8.00	7.85	24.25	101503.12	1851	0	AnneMcLaren	
4	13:36:20	6/1/2019 	3563	156.00	8.00	8.19	24.25	101502.61	97794	0	AnneMcLaren	
5	13:36:22	6/1/2019 	5069	732.00	16.00	17.01	24.25	101502.27	49816	0	AnneMcLaren	
6	13:36:22	6/1/2019 	5567	92.00	8.00	6.39	24.25	101501.92	49820	0	AnneMcLaren	
7	13:36:26	6/1/2019 	9013	118.00	7.00	7.09	24.25	101501.45	145759	0	AnneMcLaren	
8	13:36:26	6/1/2019 	9173	93.00	8.00	6.42	24.25	101501.45	3793	0	AnneMcLaren	
9	13:36:27	6/1/2019 	10093	682.00	11.00	15.28	24.25	101501.11	49818	0	AnneMcLaren	
10	13:36:28	6/1/2019 	11342	412.00	9.00	12.28	24.26	101501.50	50567	0	AnneMcLaren	
11	13:36:30	6/1/2019 	13036	917.00	117.00	33.33	24.26	101502.58	97791	0	AnneMcLaren	
12	13:36:31	6/1/2019 	14197	806.00	40.00	21.50	24.26	101502.92	49823	0	AnneMcLaren	
13	13:36:31	6/1/2019 	14498	970.00	189.00	44.33	24.26	101502.92	1852	0	AnneMcLaren	
14	13:36:32	6/1/2019 	15077	67.00	8.00	5.94	24.26	101502.92	51900	0	AnneMcLaren	
15	13:36:33	6/1/2019 	16738	102.00	8.00	6.65	24.26	101503.63	97792	0	AnneMcLaren	
16	13:36:35	6/1/2019 	18321	120.00	8.00	7.15	24.26	101503.67	49819	0	AnneMcLaren	
17	13:36:35	6/1/2019 	18649	898.00	90.00	28.14	24.26	101503.33	49818	0	AnneMcLaren	
