###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: AnneMcLaren
### Launch time: 0:36:41 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:36:45	1/1/2019 	3388	69.00	8.00	5.97	24.64	99433.67	191884	0	AnneMcLaren	
2	0:36:47	1/1/2019 	5731	181.00	8.00	8.85	24.64	99432.67	149835	0	AnneMcLaren	
3	0:36:48	1/1/2019 	6776	915.00	122.00	34.30	24.64	99432.50	49819	0	AnneMcLaren	
4	0:36:50	1/1/2019 	8707	600.00	9.00	14.02	24.64	99432.16	97790	0	AnneMcLaren	
5	0:36:51	1/1/2019 	9702	737.00	17.00	17.31	24.64	99431.81	49823	0	AnneMcLaren	
6	0:36:52	1/1/2019 	10731	518.00	9.00	13.08	24.64	99431.47	50566	0	AnneMcLaren	
7	0:36:54	1/1/2019 	12477	483.00	9.00	12.79	24.64	99430.81	49820	0	AnneMcLaren	
8	0:36:57	1/1/2019 	15185	97.00	8.00	6.52	24.65	99430.16	147862	0	AnneMcLaren	
9	0:36:58	1/1/2019 	16555	348.00	9.00	11.69	24.65	99429.63	97789	0	AnneMcLaren	
10	0:36:58	1/1/2019 	16652	158.00	7.00	8.23	24.65	99429.63	1849	0	AnneMcLaren	
11	0:36:59	1/1/2019 	17143	325.00	8.00	11.38	24.65	99429.46	1848	0	AnneMcLaren	
12	0:36:59	1/1/2019 	17791	142.00	8.00	7.79	24.65	99429.78	49819	0	AnneMcLaren	
13	0:36:59	1/1/2019 	17866	211.00	8.00	9.54	24.65	99429.61	1846	0	AnneMcLaren	
14	0:37:00	1/1/2019 	18105	81.00	7.00	6.15	24.65	99429.61	1846	0	AnneMcLaren	
15	0:37:00	1/1/2019 	18468	694.00	12.00	15.64	24.65	99429.61	3867	0	AnneMcLaren	
16	0:37:00	1/1/2019 	18876	929.00	131.00	36.01	24.65	99429.61	49819	0	AnneMcLaren	
17	0:37:01	1/1/2019 	19307	761.00	23.00	18.88	24.65	99429.44	1849	0	AnneMcLaren	
18	0:37:05	1/1/2019 	23440	967.00	275.00	53.32	24.65	99429.51	193732	0	AnneMcLaren	
19	0:37:07	1/1/2019 	25002	223.00	8.00	9.79	24.65	99428.98	98536	0	AnneMcLaren	
20	0:37:08	1/1/2019 	26311	413.00	9.00	12.29	24.66	99429.03	49818	0	AnneMcLaren	
21	0:37:08	1/1/2019 	26453	142.00	8.00	7.79	24.66	99428.85	3951	0	AnneMcLaren	
22	0:37:08	1/1/2019 	26496	364.00	8.00	11.80	24.66	99428.85	1846	0	AnneMcLaren	
23	0:37:08	1/1/2019 	26926	984.00	755.00	134.70	24.66	99428.85	49818	0	AnneMcLaren	
24	0:37:08	1/1/2019 	26970	241.00	8.00	10.13	24.66	99428.68	1849	0	AnneMcLaren	
25	0:37:12	1/1/2019 	30137	76.00	8.00	6.07	24.66	99428.17	145759	0	AnneMcLaren	
26	0:37:18	1/1/2019 	36227	428.00	8.00	12.33	24.67	99428.09	290419	0	AnneMcLaren	
27	0:37:18	1/1/2019 	36326	662.00	10.00	14.88	24.67	99428.09	3949	0	AnneMcLaren	
28	0:37:19	1/1/2019 	37913	128.00	8.00	7.38	24.67	99427.77	97789	0	AnneMcLaren	
29	0:37:20	1/1/2019 	38827	433.00	8.00	12.37	24.67	99427.41	49818	0	AnneMcLaren	
30	0:37:21	1/1/2019 	39148	67.00	8.00	5.94	24.67	99427.41	1848	0	AnneMcLaren	
31	0:37:22	1/1/2019 	40967	833.00	57.00	23.27	24.67	99427.80	97789	0	AnneMcLaren	
32	0:37:24	1/1/2019 	42685	66.00	8.00	5.93	24.67	99427.28	98534	0	AnneMcLaren	
33	0:37:24	1/1/2019 	42792	87.00	8.00	6.28	24.67	99427.28	1847	0	AnneMcLaren	
34	0:37:27	1/1/2019 	45851	313.00	9.00	11.27	24.68	99427.34	147912	0	AnneMcLaren	
35	0:37:28	1/1/2019 	46042	87.00	8.00	6.28	24.68	99427.34	1850	0	AnneMcLaren	
36	0:37:28	1/1/2019 	46898	60.00	8.00	5.89	24.68	99427.17	49819	0	AnneMcLaren	
37	0:37:29	1/1/2019 	47843	781.00	27.00	19.70	24.68	99427.02	49817	0	AnneMcLaren	
38	0:37:32	1/1/2019 	50375	75.00	8.00	6.05	24.68	99426.14	97792	0	AnneMcLaren	
39	0:37:33	1/1/2019 	51119	518.00	9.00	13.08	24.68	99426.35	50563	0	AnneMcLaren	
40	0:37:35	1/1/2019 	53136	106.00	8.00	6.75	24.68	99426.36	99891	0	AnneMcLaren	
41	0:37:36	1/1/2019 	54711	654.00	9.00	14.54	24.68	99426.02	97787	0	AnneMcLaren	
42	0:37:38	1/1/2019 	56872	80.00	8.00	6.14	24.69	99425.67	97789	0	AnneMcLaren	
43	0:37:40	1/1/2019 	58072	161.00	8.00	8.32	24.69	99425.88	49817	0	AnneMcLaren	
44	0:37:41	1/1/2019 	59024	86.00	8.00	6.26	24.69	99425.70	49818	0	AnneMcLaren	
45	0:37:41	1/1/2019 	59410	109.00	8.00	6.84	24.69	99425.70	1848	0	AnneMcLaren	
46	0:37:41	1/1/2019 	59719	146.00	8.00	7.90	24.69	99425.70	51781	0	AnneMcLaren	
47	0:37:42	1/1/2019 	60103	111.00	8.00	6.89	24.69	99425.88	2591	0	AnneMcLaren	
48	0:37:42	1/1/2019 	60461	946.00	145.00	38.48	24.69	99425.88	1848	0	AnneMcLaren	
49	0:37:45	1/1/2019 	63960	961.00	210.00	46.37	24.69	99426.30	193726	0	AnneMcLaren	
50	0:37:47	1/1/2019 	65644	92.00	8.00	6.39	24.69	99426.47	97788	0	AnneMcLaren	
51	0:37:49	1/1/2019 	67718	64.00	8.00	5.92	24.70	99426.47	97785	0	AnneMcLaren	
52	0:37:49	1/1/2019 	67811	564.00	9.00	13.57	24.70	99426.47	1848	0	AnneMcLaren	
53	0:37:50	1/1/2019 	68566	125.00	8.00	7.29	24.70	99426.47	51918	0	AnneMcLaren	
54	0:37:51	1/1/2019 	69835	648.00	10.00	14.79	24.70	99426.86	49820	0	AnneMcLaren	
55	0:37:53	1/1/2019 	71188	96.00	8.00	6.49	24.70	99426.86	50565	0	AnneMcLaren	
56	0:37:53	1/1/2019 	71481	966.00	190.00	44.43	24.70	99426.69	1847	0	AnneMcLaren	
57	0:37:55	1/1/2019 	73733	100.00	7.00	6.59	24.70	99427.41	145756	0	AnneMcLaren	
58	0:37:56	1/1/2019 	74371	135.00	8.00	7.59	24.70	99427.62	1850	0	AnneMcLaren	
59	0:37:58	1/1/2019 	76801	836.00	66.00	24.31	24.71	99428.32	147859	0	AnneMcLaren	
60	0:38:01	1/1/2019 	79767	388.00	8.00	12.02	24.71	99428.70	145759	0	AnneMcLaren	
61	0:38:06	1/1/2019 	84198	438.00	8.00	12.40	24.72	99429.30	194476	0	AnneMcLaren	
62	0:38:07	1/1/2019 	85168	170.00	8.00	8.56	24.72	99429.12	49822	0	AnneMcLaren	
63	0:38:08	1/1/2019 	86122	94.00	8.00	6.44	24.72	99429.12	49827	0	AnneMcLaren	
64	0:38:08	1/1/2019 	86452	104.00	8.00	6.70	24.72	99429.12	1854	0	AnneMcLaren	
65	0:38:12	1/1/2019 	90392	115.00	8.00	7.01	24.72	99428.12	195841	0	AnneMcLaren	
66	0:38:12	1/1/2019 	90565	125.00	8.00	7.29	24.72	99427.96	50569	0	AnneMcLaren	
67	0:38:12	1/1/2019 	90574	152.00	8.00	8.07	24.72	99427.96	1846	0	AnneMcLaren	
68	0:38:12	1/1/2019 	90635	923.00	117.00	33.34	24.72	99427.96	1847	0	AnneMcLaren	
69	0:38:12	1/1/2019 	90951	569.00	8.00	13.48	24.72	99427.96	1849	0	AnneMcLaren	
70	0:38:14	1/1/2019 	92232	87.00	7.00	6.28	24.73	99427.66	49818	0	AnneMcLaren	
71	0:38:15	1/1/2019 	93426	669.00	10.00	14.91	24.73	99427.34	51922	0	AnneMcLaren	
72	0:38:15	1/1/2019 	93676	173.00	8.00	8.64	24.73	99427.34	49822	0	AnneMcLaren	
73	0:38:16	1/1/2019 	94821	966.00	203.00	45.71	24.73	99426.65	49820	0	AnneMcLaren	
74	0:38:17	1/1/2019 	95445	130.00	8.00	7.44	24.73	99426.52	1850	0	AnneMcLaren	
75	0:38:18	1/1/2019 	96064	823.00	53.00	22.84	24.73	99426.16	49820	0	AnneMcLaren	
76	0:38:20	1/1/2019 	98256	964.00	246.00	49.82	24.73	99425.30	97794	0	AnneMcLaren	
77	0:38:20	1/1/2019 	98380	650.00	9.00	14.52	24.73	99425.30	1851	0	AnneMcLaren	
78	0:38:23	1/1/2019 	101355	729.00	16.00	17.00	24.74	99424.69	147730	0	AnneMcLaren	
79	0:38:23	1/1/2019 	101445	696.00	12.00	15.65	24.74	99424.69	2594	0	AnneMcLaren	
80	0:38:26	1/1/2019 	104779	977.00	563.00	96.92	24.74	99424.55	193734	0	AnneMcLaren	
81	0:38:26	1/1/2019 	104805	99.00	8.00	6.57	24.74	99424.55	1851	0	AnneMcLaren	
82	0:38:28	1/1/2019 	106801	161.00	8.00	8.32	24.74	99424.55	97792	0	AnneMcLaren	
83	0:38:30	1/1/2019 	108448	126.00	8.00	7.32	24.74	99424.38	49823	0	AnneMcLaren	
84	0:38:30	1/1/2019 	108955	80.00	8.00	6.14	24.74	99424.38	51928	0	AnneMcLaren	
85	0:38:33	1/1/2019 	111077	125.00	8.00	7.29	24.75	99424.94	97797	0	AnneMcLaren	
86	0:38:35	1/1/2019 	113239	135.00	8.00	7.59	24.75	99425.11	98536	0	AnneMcLaren	
87	0:38:36	1/1/2019 	114893	962.00	208.00	46.18	24.75	99425.28	97791	0	AnneMcLaren	
88	0:38:38	1/1/2019 	116374	153.00	8.00	8.10	24.75	99425.32	49822	0	AnneMcLaren	
89	0:38:39	1/1/2019 	117203	112.00	8.00	6.92	24.75	99425.32	49821	0	AnneMcLaren	
90	0:38:42	1/1/2019 	120805	817.00	45.00	22.04	24.75	99425.16	195856	0	AnneMcLaren	
91	0:38:45	1/1/2019 	123673	180.00	8.00	8.82	24.75	99425.53	146511	0	AnneMcLaren	
92	0:38:46	1/1/2019 	124210	828.00	47.00	22.25	24.75	99425.36	1849	0	AnneMcLaren	
93	0:38:46	1/1/2019 	124267	96.00	8.00	6.49	24.75	99425.36	1850	0	AnneMcLaren	
94	0:38:46	1/1/2019 	124593	115.00	8.00	7.01	24.75	99425.36	49818	0	AnneMcLaren	
95	0:38:47	1/1/2019 	125595	654.00	10.00	14.83	24.76	99425.74	49818	0	AnneMcLaren	
96	0:38:47	1/1/2019 	125752	461.00	9.00	12.64	24.76	99425.74	3971	0	AnneMcLaren	
97	0:38:47	1/1/2019 	125910	85.00	8.00	6.24	24.76	99425.74	1848	0	AnneMcLaren	
98	0:38:50	1/1/2019 	128002	65.00	8.00	5.92	24.76	99425.92	97791	0	AnneMcLaren	
99	0:38:50	1/1/2019 	128384	944.00	145.00	38.48	24.76	99425.92	1849	0	AnneMcLaren	
100	0:38:50	1/1/2019 	128920	886.00	80.00	26.42	24.76	99426.09	49820	0	AnneMcLaren	
101	0:38:52	1/1/2019 	130722	567.00	9.00	13.60	24.76	99425.95	97795	0	AnneMcLaren	
102	0:38:54	1/1/2019 	132587	375.00	8.00	11.91	24.76	99425.61	100709	0	AnneMcLaren	
103	0:38:55	1/1/2019 	133096	126.00	8.00	7.32	24.76	99425.44	1849	0	AnneMcLaren	
104	0:38:55	1/1/2019 	133262	275.00	8.00	10.70	24.76	99425.65	1848	0	AnneMcLaren	
105	0:38:55	1/1/2019 	133809	91.00	8.00	6.37	24.76	99425.47	49820	0	AnneMcLaren	
106	0:38:57	1/1/2019 	135658	849.00	67.00	24.47	24.76	99425.12	97794	0	AnneMcLaren	
107	0:38:57	1/1/2019 	135826	594.00	9.00	13.95	24.76	99425.12	1857	0	AnneMcLaren	
108	0:38:57	1/1/2019 	135848	178.00	8.00	8.77	24.76	99425.12	1856	0	AnneMcLaren	
109	0:39:02	1/1/2019 	140306	119.00	8.00	7.12	24.77	99425.38	195727	0	AnneMcLaren	
110	0:39:03	1/1/2019 	141196	86.00	8.00	6.26	24.77	99425.20	50569	0	AnneMcLaren	
111	0:39:03	1/1/2019 	141951	92.00	8.00	6.39	24.77	99425.41	49819	0	AnneMcLaren	
112	0:39:04	1/1/2019 	142837	328.00	8.00	11.41	24.77	99425.59	49820	0	AnneMcLaren	
113	0:39:10	1/1/2019 	148953	918.00	123.00	34.49	24.78	99425.11	289680	0	AnneMcLaren	
114	0:39:11	1/1/2019 	149657	150.00	9.00	8.02	24.78	99425.50	49825	0	AnneMcLaren	
115	0:39:12	1/1/2019 	150765	376.00	7.00	11.86	24.78	99425.16	52737	0	AnneMcLaren	
116	0:39:15	1/1/2019 	153067	963.00	196.00	45.04	24.79	99425.53	97793	0	AnneMcLaren	
117	0:39:16	1/1/2019 	154216	93.00	8.00	6.42	24.79	99425.71	49823	0	AnneMcLaren	
118	0:39:17	1/1/2019 	155127	181.00	8.00	8.85	24.79	99425.71	49818	0	AnneMcLaren	
