###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: AnneMcLaren
### Launch time: 0:00:10 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:11	1/1/2019 	376	179.00	9.00	8.80	25.98	101912.19	47973	0	AnneMcLaren	
2	0:00:13	1/1/2019 	2548	99.00	8.00	6.57	25.98	101912.88	149792	0	AnneMcLaren	
3	0:00:14	1/1/2019 	3401	232.00	9.00	9.98	25.98	101913.19	2012	0	AnneMcLaren	
4	0:00:15	1/1/2019 	4285	144.00	9.00	7.85	25.98	101913.36	49821	0	AnneMcLaren	
5	0:00:18	1/1/2019 	7052	585.00	9.00	13.83	25.98	101915.27	145762	0	AnneMcLaren	
6	0:00:18	1/1/2019 	7575	923.00	127.00	35.26	25.98	101915.44	49820	0	AnneMcLaren	
7	0:00:18	1/1/2019 	7865	92.00	8.00	6.39	25.98	101915.61	1848	0	AnneMcLaren	
8	0:00:20	1/1/2019 	9429	529.00	9.00	13.18	25.98	101916.09	51780	0	AnneMcLaren	
9	0:00:23	1/1/2019 	12219	84.00	8.00	6.21	25.97	101916.59	145764	0	AnneMcLaren	
10	0:00:25	1/1/2019 	14007	270.00	8.00	10.62	25.97	101916.59	98534	0	AnneMcLaren	
11	0:00:26	1/1/2019 	15318	333.00	9.00	11.51	25.97	101916.20	49818	0	AnneMcLaren	
12	0:00:31	1/1/2019 	20430	101.00	8.00	6.62	25.96	101916.05	241703	0	AnneMcLaren	
13	0:00:33	1/1/2019 	22714	580.00	9.00	13.77	25.96	101915.97	146505	0	AnneMcLaren	
14	0:00:35	1/1/2019 	24010	463.00	9.00	12.65	25.95	101915.95	49821	0	AnneMcLaren	
15	0:00:36	1/1/2019 	25324	237.00	8.00	10.06	25.95	101916.04	51920	0	AnneMcLaren	
16	0:00:37	1/1/2019 	26306	245.00	8.00	10.20	25.95	101916.05	49819	0	AnneMcLaren	
17	0:00:37	1/1/2019 	26722	378.00	9.00	11.99	25.95	101916.05	49821	0	AnneMcLaren	
18	0:00:37	1/1/2019 	26874	697.00	12.00	15.65	25.94	101916.02	1849	0	AnneMcLaren	
19	0:00:38	1/1/2019 	27579	336.00	9.00	11.55	25.94	101915.80	49818	1	AnneMcLaren	
20	0:00:39	1/1/2019 	28349	85.00	8.00	6.24	25.94	101915.97	1850	0	AnneMcLaren	
